index,id,original_title,genres,keywords,cast,director,combine
1753,525,The Blues Brothers,Music Comedy Action Crime,dancing prison chicago country music nun,Dan Aykroyd John Belushi James Brown Cab Calloway Ray Charles,John Landis,Music Comedy Action Crime dancing prison chicago country music nun Dan Aykroyd John Belushi James Brown Cab Calloway Ray CharlesJohn Landis
1754,10188,The Sisterhood of the Traveling Pants 2,Adventure Comedy Drama Family,female friendship best friend summer vacation woman director young adult,Alexis Bledel Amber Tamblyn America Ferrera Blake Lively Rachel Nichols,Sanaa Hamri,Adventure Comedy Drama Family female friendship best friend summer vacation woman director young adult Alexis Bledel Amber Tamblyn America Ferrera Blake Lively Rachel NicholsSanaa Hamri
1755,63574,Joyful Noise,Comedy Music,,Queen Latifah Dolly Parton Keke Palmer Jeremy Jordan Courtney B. Vance,Todd Graff,Comedy Music  Queen Latifah Dolly Parton Keke Palmer Jeremy Jordan Courtney B. VanceTodd Graff
1756,245,About a Boy,Drama Comedy Romance,london england rock and roll single parent rap music bachelor,Hugh Grant Nicholas Hoult Toni Collette Rachel Weisz Sharon Small,Chris Weitz,Drama Comedy Romance london england rock and roll single parent rap music bachelor Hugh Grant Nicholas Hoult Toni Collette Rachel Weisz Sharon SmallChris Weitz
1757,9825,Lake Placid,Horror Comedy Action Science Fiction Thriller,diving sheriff lake crocodile deputy,Bill Pullman Bridget Fonda Oliver Platt Brendan Gleeson Betty White,Steve Miner,Horror Comedy Action Science Fiction Thriller diving sheriff lake crocodile deputy Bill Pullman Bridget Fonda Oliver Platt Brendan Gleeson Betty WhiteSteve Miner
1758,186,Lucky Number Slevin,Drama Thriller Crime Mystery,assassination assassin identity sniper mistake in person,Josh Hartnett Bruce Willis Lucy Liu Morgan Freeman Ben Kingsley,Paul McGuigan,Drama Thriller Crime Mystery assassination assassin identity sniper mistake in person Josh Hartnett Bruce Willis Lucy Liu Morgan Freeman Ben KingsleyPaul McGuigan
1759,9549,The Right Stuff,Drama History,cold war pilot space travel politics historical figure,Fred Ward Dennis Quaid Ed Harris Scott Glenn Sam Shepard,Philip Kaufman,Drama History cold war pilot space travel politics historical figure Fred Ward Dennis Quaid Ed Harris Scott Glenn Sam ShepardPhilip Kaufman
1760,61891,Anonymous,Drama History Thriller,shakespeare anonymity poet play political,Jamie Campbell Bower Rhys Ifans David Thewlis Joely Richardson Vanessa Redgrave,Roland Emmerich,Drama History Thriller shakespeare anonymity poet play political Jamie Campbell Bower Rhys Ifans David Thewlis Joely Richardson Vanessa RedgraveRoland Emmerich
1761,34584,The Neverending Story,Drama Family Fantasy Adventure,based on novel fictional place wolf mythology magic,Barret Oliver Gerald McRaney Noah Hathaway Drum Garrett Darryl Cooksey,Wolfgang Petersen,Drama Family Fantasy Adventure based on novel fictional place wolf mythology magic Barret Oliver Gerald McRaney Noah Hathaway Drum Garrett Darryl CookseyWolfgang Petersen
1762,2666,Dark City,Mystery Science Fiction,soul sleep manipulation future dystopia,Rufus Sewell William Hurt Kiefer Sutherland Jennifer Connelly Richard O'Brien,Alex Proyas,Mystery Science Fiction soul sleep manipulation future dystopia Rufus Sewell William Hurt Kiefer Sutherland Jennifer Connelly Richard O'BrienAlex Proyas
1763,12783,The Duchess,Drama History Romance,england adultery duke gambling debts marriage crisis,Keira Knightley Ralph Fiennes Aidan McArdle Simon McBurney Charlotte Rampling,Saul Dibb,Drama History Romance england adultery duke gambling debts marriage crisis Keira Knightley Ralph Fiennes Aidan McArdle Simon McBurney Charlotte RamplingSaul Dibb
1764,13155,Return to Oz,Adventure Family Fantasy,wizard of oz,Fairuza Balk Nicol Williamson Jean Marsh Piper Laurie Matt Clark,Walter Murch,Adventure Family Fantasy wizard of oz Fairuza Balk Nicol Williamson Jean Marsh Piper Laurie Matt ClarkWalter Murch
1765,42807,The Newton Boys,Crime Action Drama,bank robber crime spree western u.s.,Matthew McConaughey Skeet Ulrich Ethan Hawke Vincent D'Onofrio Gail Cronauer,Richard Linklater,Crime Action Drama bank robber crime spree western u.s. Matthew McConaughey Skeet Ulrich Ethan Hawke Vincent D'Onofrio Gail CronauerRichard Linklater
1766,28355,Case 39,Horror Mystery Thriller,child abuse detective social worker supernatural murder,Ren\u00e9e Zellweger Jodelle Ferland Ian McShane Kerry O'Malley Callum Keith Rennie,Christian Alvart,Horror Mystery Thriller child abuse detective social worker supernatural murder Ren\u00e9e Zellweger Jodelle Ferland Ian McShane Kerry O'Malley Callum Keith RennieChristian Alvart
1767,8080,Suspect Zero,Crime Thriller,serial killer,Carrie-Anne Moss Aaron Eckhart Ben Kingsley Harry Lennix Kevin Chamberlin,E. Elias Merhige,Crime Thriller serial killer Carrie-Anne Moss Aaron Eckhart Ben Kingsley Harry Lennix Kevin ChamberlinE. Elias Merhige
1768,5126,Martian Child,Drama,underdog adoption education adoptive father childhood trauma,John Cusack Bobby Coleman Amanda Peet Joan Cusack Oliver Platt,Menno Meyjes,Drama underdog adoption education adoptive father childhood trauma John Cusack Bobby Coleman Amanda Peet Joan Cusack Oliver PlattMenno Meyjes
1769,56288,Spy Kids: All the Time in the World,Family Comedy Action,spy child hero secret agent espionage,Jessica Alba Mason Cook Rowan Blanchard Joel McHale Jeremy Piven,Robert Rodriguez,Family Comedy Action spy child hero secret agent espionage Jessica Alba Mason Cook Rowan Blanchard Joel McHale Jeremy PivenRobert Rodriguez
1770,303858,Money Monster,Thriller,bomb sniper tv show hostage drama police,George Clooney Julia Roberts Jack O'Connell Caitriona Balfe Dominic West,Jodie Foster,Thriller bomb sniper tv show hostage drama police George Clooney Julia Roberts Jack O'Connell Caitriona Balfe Dominic WestJodie Foster
1771,1613,The 51st State,Thriller Action Comedy Crime,chemical laxative skinheads,Samuel L. Jackson Robert Carlyle Emily Mortimer Meat Loaf Rhys Ifans,Ronny Yu,Thriller Action Comedy Crime chemical laxative skinheads Samuel L. Jackson Robert Carlyle Emily Mortimer Meat Loaf Rhys IfansRonny Yu
1772,31582,Flawless,Comedy Drama,independent film,Robert De Niro Philip Seymour Hoffman Barry Miller Chris Bauer Skipp Sudduth,Joel Schumacher,Comedy Drama independent film Robert De Niro Philip Seymour Hoffman Barry Miller Chris Bauer Skipp SudduthJoel Schumacher
1773,16617,Mindhunters,Mystery Thriller Crime,fbi island serial killer series of murders,LL Cool J Jonny Lee Miller Kathryn Morris Patricia Vel\u00e1squez Clifton Collins Jr,Renny Harlin,Mystery Thriller Crime fbi island serial killer series of murders LL Cool J Jonny Lee Miller Kathryn Morris Patricia Vel\u00e1squez Clifton Collins JrRenny Harlin
1774,8944,What Just Happened,Comedy Drama,film producer midlife crisis independent film divorce,Bruce Willis Robert De Niro Sean Penn Robin Wright Stanley Tucci,Barry Levinson,Comedy Drama film producer midlife crisis independent film divorce Bruce Willis Robert De Niro Sean Penn Robin Wright Stanley TucciBarry Levinson
1775,41488,The Statement,Drama Thriller,,Michael Caine Tilda Swinton Jeremy Northam Alan Bates Charlotte Rampling,Norman Jewison,Drama Thriller  Michael Caine Tilda Swinton Jeremy Northam Alan Bates Charlotte RamplingNorman Jewison
1776,37028,The Magic Flute,Comedy Drama Music,fictional place opera musical,Joseph Kaiser Amy Carson Ren\u00e9 Pape Lyubov Petrova Benjamin Jay Davis,Kenneth Branagh,Comedy Drama Music fictional place opera musical Joseph Kaiser Amy Carson Ren\u00e9 Pape Lyubov Petrova Benjamin Jay DavisKenneth Branagh
1777,14560,Paul Blart: Mall Cop,Action Adventure Comedy Family,security guard duringcreditsstinger,Kevin James Keir O'Donnell Jayma Mays Raini Rodriguez Shirley Knight,Steve Carr,Action Adventure Comedy Family security guard duringcreditsstinger Kevin James Keir O'Donnell Jayma Mays Raini Rodriguez Shirley KnightSteve Carr
1778,10330,Freaky Friday,Comedy,single parent brother sister relationship mistake in person bride talk show,Jamie Lee Curtis Lindsay Lohan Mark Harmon Harold Gould Haley Hudson,Mark Waters,Comedy single parent brother sister relationship mistake in person bride talk show Jamie Lee Curtis Lindsay Lohan Mark Harmon Harold Gould Haley HudsonMark Waters
1779,6957,The 40 Year Old Virgin,Comedy Romance,first time virgin,Steve Carell Catherine Keener Paul Rudd Romany Malco Seth Rogen,Judd Apatow,Comedy Romance first time virgin Steve Carell Catherine Keener Paul Rudd Romany Malco Seth RogenJudd Apatow
1780,1934,Shakespeare in Love,Romance History,shakespeare love of one's life oscar award theatre play theatre group,Joseph Fiennes Gwyneth Paltrow Geoffrey Rush Tom Wilkinson Judi Dench,John Madden,Romance History shakespeare love of one's life oscar award theatre play theatre group Joseph Fiennes Gwyneth Paltrow Geoffrey Rush Tom Wilkinson Judi DenchJohn Madden
1781,169917,A Walk Among the Tombstones,Crime Drama Mystery Thriller,based on novel murder mafia private investigator new york city,Liam Neeson Dan Stevens David Harbour Boyd Holbrook Adam David Thompson,Scott Frank,Crime Drama Mystery Thriller based on novel murder mafia private investigator new york city Liam Neeson Dan Stevens David Harbour Boyd Holbrook Adam David ThompsonScott Frank
1782,951,Kindergarten Cop,Comedy,crime fighter cook drug dealer dying and death kindergarten,Arnold Schwarzenegger Penelope Ann Miller Pamela Reed Linda Hunt Richard Tyson,Ivan Reitman,Comedy crime fighter cook drug dealer dying and death kindergarten Arnold Schwarzenegger Penelope Ann Miller Pamela Reed Linda Hunt Richard TysonIvan Reitman
1783,10189,Pineapple Express,Action Comedy,smoking marijuana stoner roach lollipop,Seth Rogen James Franco Danny McBride Gary Cole Rosie Perez,David Gordon Green,Action Comedy smoking marijuana stoner roach lollipop Seth Rogen James Franco Danny McBride Gary Cole Rosie PerezDavid Gordon Green
1784,9454,EverAfter,Drama Romance Comedy,france child abuse slavery leonardo da vinci prince,Drew Barrymore Dougray Scott Anjelica Huston Megan Dodds Melanie Lynskey,Andy Tennant,Drama Romance Comedy france child abuse slavery leonardo da vinci prince Drew Barrymore Dougray Scott Anjelica Huston Megan Dodds Melanie LynskeyAndy Tennant
1785,2055,Open Range,Western,horse beef ranger,Kevin Costner Robert Duvall Michael Gambon Michael Jeter Diego Luna,Kevin Costner,Western horse beef ranger Kevin Costner Robert Duvall Michael Gambon Michael Jeter Diego LunaKevin Costner
1786,1551,Flatliners,Drama Horror Science Fiction Thriller,life and death afterlife swing memory medical student,Kiefer Sutherland Julia Roberts Kevin Bacon William Baldwin Oliver Platt,Joel Schumacher,Drama Horror Science Fiction Thriller life and death afterlife swing memory medical student Kiefer Sutherland Julia Roberts Kevin Bacon William Baldwin Oliver PlattJoel Schumacher
1787,5902,A Bridge Too Far,Drama History War,netherlands world war ii panzer british soldier,Dirk Bogarde James Caan Michael Caine Sean Connery Edward Fox,Richard Attenborough,Drama History War netherlands world war ii panzer british soldier Dirk Bogarde James Caan Michael Caine Sean Connery Edward FoxRichard Attenborough
1788,11460,Red Eye,Horror Thriller,hostage menace hitman airplane,Rachel McAdams Cillian Murphy Brian Cox Jayma Mays Jack Scalia,Wes Craven,Horror Thriller hostage menace hitman airplane Rachel McAdams Cillian Murphy Brian Cox Jayma Mays Jack ScaliaWes Craven
1789,9358,Final Destination 2,Horror Mystery,ambulance premonition hospital,Ali Larter A.J. Cook Michael Landes Tony Todd Keegan Connor Tracy,David R. Ellis,Horror Mystery ambulance premonition hospital Ali Larter A.J. Cook Michael Landes Tony Todd Keegan Connor TracyDavid R. Ellis
1790,134,"O Brother, Where Art Thou?",Action Adventure Comedy,prophecy southern usa music record country music mississippi,George Clooney John Turturro Tim Blake Nelson John Goodman Holly Hunter,Joel Coen,Action Adventure Comedy prophecy southern usa music record country music mississippi George Clooney John Turturro Tim Blake Nelson John Goodman Holly HunterJoel Coen
1791,22894,Legion,Horror,angel diner religion apocalypse demon,Paul Bettany Dennis Quaid Kevin Durand Kate Walsh Doug Jones,Scott Stewart,Horror angel diner religion apocalypse demon Paul Bettany Dennis Quaid Kevin Durand Kate Walsh Doug JonesScott Stewart
1792,134374,Pain & Gain,Thriller Crime Action,miami scam crime weight lifting weightlifting,Mark Wahlberg Dwayne Johnson Anthony Mackie Tony Shalhoub Ed Harris,Michael Bay,Thriller Crime Action miami scam crime weight lifting weightlifting Mark Wahlberg Dwayne Johnson Anthony Mackie Tony Shalhoub Ed HarrisMichael Bay
1793,1901,In Good Company,Comedy Drama Romance,midlife crisis daughter bad boss,Topher Grace Scarlett Johansson Dennis Quaid Marg Helgenberger David Paymer,Paul Weitz,Comedy Drama Romance midlife crisis daughter bad boss Topher Grace Scarlett Johansson Dennis Quaid Marg Helgenberger David PaymerPaul Weitz
1794,15028,Clockstoppers,Adventure Family Science Fiction Thriller,time airplane youth wristwatch,Jesse Bradford Paula Garc\u00e9s Robin Thomas French Stewart Michael Biehn,Jonathan Frakes,Adventure Family Science Fiction Thriller time airplane youth wristwatch Jesse Bradford Paula Garc\u00e9s Robin Thomas French Stewart Michael BiehnJonathan Frakes
1795,11509,Silverado,Action Crime Drama Western,sheriff fight horse male friendship two guns belt,Kevin Kline Scott Glenn Kevin Costner Danny Glover Brian Dennehy,Lawrence Kasdan,Action Crime Drama Western sheriff fight horse male friendship two guns belt Kevin Kline Scott Glenn Kevin Costner Danny Glover Brian DennehyLawrence Kasdan
1796,7445,Brothers,Drama Thriller War,brother brother relationship brother-in-law loss of husband war in afghanistan sister-in-law,Tobey Maguire Jake Gyllenhaal Natalie Portman Sam Shepard Mare Winningham,Jim Sheridan,Drama Thriller War brother brother relationship brother-in-law loss of husband war in afghanistan sister-in-law Tobey Maguire Jake Gyllenhaal Natalie Portman Sam Shepard Mare WinninghamJim Sheridan
1797,17047,Agent Cody Banks 2: Destination London,Comedy,london england cia teenage hero teen spy cia agent,Frankie Muniz Anthony Anderson Hannah Spearritt Alfie Allen Cynthia Stevenson,Kevin Allen,Comedy london england cia teenage hero teen spy cia agent Frankie Muniz Anthony Anderson Hannah Spearritt Alfie Allen Cynthia StevensonKevin Allen
1798,62838,New Year's Eve,Comedy Romance,new year's eve illustrator caterer pedicab ticket,Robert De Niro Katherine Heigl Ashton Kutcher Carla Gugino Lea Michele,Garry Marshall,Comedy Romance new year's eve illustrator caterer pedicab ticket Robert De Niro Katherine Heigl Ashton Kutcher Carla Gugino Lea MicheleGarry Marshall
1799,2057,Original Sin,Drama Thriller Mystery Romance,women sex cuba eroticism lover (female),Angelina Jolie Antonio Banderas Gregory Itzin Jack Thompson Allison Mackie,Michael Cristofer,Drama Thriller Mystery Romance women sex cuba eroticism lover (female) Angelina Jolie Antonio Banderas Gregory Itzin Jack Thompson Allison MackieMichael Cristofer
1800,70436,The Raven,Crime Thriller Mystery,poison blackmail masked ball historical figure buried alive,John Cusack Luke Evans Alice Eve Brendan Gleeson Kevin McNally,James McTeigue,Crime Thriller Mystery poison blackmail masked ball historical figure buried alive John Cusack Luke Evans Alice Eve Brendan Gleeson Kevin McNallyJames McTeigue
1801,16784,Welcome to Mooseport,Comedy,,Ray Romano Gene Hackman Marcia Gay Harden Maura Tierney June Squibb,Donald Petrie,Comedy  Ray Romano Gene Hackman Marcia Gay Harden Maura Tierney June SquibbDonald Petrie
1802,8011,Highlander III: The Sorcerer,Action Fantasy Science Fiction,japan new york scotland morocco good and bad,Christopher Lambert Mario Van Peebles Deborah Kara Unger Mako Martin Neufeld,Andrew Morahan,Action Fantasy Science Fiction japan new york scotland morocco good and bad Christopher Lambert Mario Van Peebles Deborah Kara Unger Mako Martin NeufeldAndrew Morahan
1803,31640,Blood and Wine,Crime Drama Thriller,robbery gun fight love murder,Jack Nicholson Stephen Dorff Jennifer Lopez Judy Davis Michael Caine,Bob Rafelson,Crime Drama Thriller robbery gun fight love murder Jack Nicholson Stephen Dorff Jennifer Lopez Judy Davis Michael CaineBob Rafelson
1804,9092,Snow White: A Tale of Terror,Fantasy Horror,jealousy toxication castle step mother fairy-tale figure,Sigourney Weaver Sam Neill Monica Keena Gil Bellows Brian Glover,Michael Cohn,Fantasy Horror jealousy toxication castle step mother fairy-tale figure Sigourney Weaver Sam Neill Monica Keena Gil Bellows Brian GloverMichael Cohn
1805,2779,The Curse of the Jade Scorpion,Comedy Crime Mystery Romance Thriller,hypnosis independent film,Dan Aykroyd Helen Hunt Woody Allen Charlize Theron David Ogden Stiers,Woody Allen,Comedy Crime Mystery Romance Thriller hypnosis independent film Dan Aykroyd Helen Hunt Woody Allen Charlize Theron David Ogden StiersWoody Allen
1806,316002,Accidental Love,Romance Comedy,one-night stand romantic comedy accidental love,Jake Gyllenhaal Jessica Biel James Marsden Catherine Keener Paul Reubens,David O. Russell,Romance Comedy one-night stand romantic comedy accidental love Jake Gyllenhaal Jessica Biel James Marsden Catherine Keener Paul ReubensDavid O. Russell
1807,36355,Flipper,Adventure Family,dolphin florida florida keys summer,Elijah Wood Paul Hogan Jonathan Banks Jason Fuchs Robert Deacon,Alan Shapiro,Adventure Family dolphin florida florida keys summer Elijah Wood Paul Hogan Jonathan Banks Jason Fuchs Robert DeaconAlan Shapiro
1808,238615,Self/less,Science Fiction Mystery Thriller,lie immortality terminal illness laboratory cancer,Ryan Reynolds Ben Kingsley Natalie Martinez Matthew Goode Michelle Dockery,Tarsem Singh,Science Fiction Mystery Thriller lie immortality terminal illness laboratory cancer Ryan Reynolds Ben Kingsley Natalie Martinez Matthew Goode Michelle DockeryTarsem Singh
1809,1985,The Constant Gardener,Drama Mystery Thriller,aids diplomat nairobi politician pharmaceutical industry,Ralph Fiennes Rachel Weisz Danny Huston Bill Nighy Donald Sumpter,Fernando Meirelles,Drama Mystery Thriller aids diplomat nairobi politician pharmaceutical industry Ralph Fiennes Rachel Weisz Danny Huston Bill Nighy Donald SumpterFernando Meirelles
1810,615,The Passion of the Christ,Drama,christianity jewry roman empire jesus christ suffering,Jim Caviezel Maia Morgenstern Monica Bellucci Rosalinda Celentano Sergio Rubini,Mel Gibson,Drama christianity jewry roman empire jesus christ suffering Jim Caviezel Maia Morgenstern Monica Bellucci Rosalinda Celentano Sergio RubiniMel Gibson
1811,788,Mrs. Doubtfire,Comedy Drama Family,san francisco parents kids relationship restaurant nanny mask,Robin Williams Sally Field Pierce Brosnan Harvey Fierstein Polly Holliday,Chris Columbus,Comedy Drama Family san francisco parents kids relationship restaurant nanny mask Robin Williams Sally Field Pierce Brosnan Harvey Fierstein Polly HollidayChris Columbus
1812,380,Rain Man,Drama,individual mentally disabled autism loss of father yuppie,Dustin Hoffman Tom Cruise Valeria Golino Gerald R. Molen Jack Murdock,Barry Levinson,Drama individual mentally disabled autism loss of father yuppie Dustin Hoffman Tom Cruise Valeria Golino Gerald R. Molen Jack MurdockBarry Levinson
1813,13223,Gran Torino,Drama,rape war veteran immigration priest gang,Clint Eastwood Christopher Carley Bee Vang Ahney Her Brian Haley,Clint Eastwood,Drama rape war veteran immigration priest gang Clint Eastwood Christopher Carley Bee Vang Ahney Her Brian HaleyClint Eastwood
1814,10523,W.,Drama History,usa white house usa president george w. bush president,Josh Brolin Elizabeth Banks Ellen Burstyn Ioan Gruffudd Thandie Newton,Oliver Stone,Drama History usa white house usa president george w. bush president Josh Brolin Elizabeth Banks Ellen Burstyn Ioan Gruffudd Thandie NewtonOliver Stone
1815,8681,Taken,Action Thriller,paris kidnapping human trafficking rescue prostitution,Liam Neeson Famke Janssen Maggie Grace Katie Cassidy Holly Valance,Pierre Morel,Action Thriller paris kidnapping human trafficking rescue prostitution Liam Neeson Famke Janssen Maggie Grace Katie Cassidy Holly ValancePierre Morel
1816,239571,The Best of Me,Drama Romance,high school sweetheart,Michelle Monaghan James Marsden Liana Liberato Luke Bracey Gerald McRaney,Michael Hoffman,Drama Romance high school sweetheart Michelle Monaghan James Marsden Liana Liberato Luke Bracey Gerald McRaneyMichael Hoffman
1817,619,The Bodyguard,Thriller Action Drama Music Romance,sister sister relationship anonymous letter diva bodyguard oscar award,Whitney Houston Kevin Costner Michele Lamar Richards Ralph Waite Gary Kemp,Mick Jackson,Thriller Action Drama Music Romance sister sister relationship anonymous letter diva bodyguard oscar award Whitney Houston Kevin Costner Michele Lamar Richards Ralph Waite Gary KempMick Jackson
1818,424,Schindler's List,Drama History War,factory concentration camp hero holocaust world war ii,Liam Neeson Ben Kingsley Ralph Fiennes Caroline Goodall Jonathan Sagall,Steven Spielberg,Drama History War factory concentration camp hero holocaust world war ii Liam Neeson Ben Kingsley Ralph Fiennes Caroline Goodall Jonathan SagallSteven Spielberg
1819,50014,The Help,Drama,mississippi based on novel exploitation racial segregation racism,Emma Stone Viola Davis Octavia Spencer Bryce Dallas Howard Jessica Chastain,Tate Taylor,Drama mississippi based on novel exploitation racial segregation racism Emma Stone Viola Davis Octavia Spencer Bryce Dallas Howard Jessica ChastainTate Taylor
1820,162903,The Fifth Estate,Drama Thriller,journalist biography internet information leak activist,Benedict Cumberbatch Daniel Br\u00fchl Anthony Mackie David Thewlis Alicia Vikander,Bill Condon,Drama Thriller journalist biography internet information leak activist Benedict Cumberbatch Daniel Br\u00fchl Anthony Mackie David Thewlis Alicia VikanderBill Condon
1821,11024,Scooby-Doo 2: Monsters Unleashed,Mystery Fantasy Adventure Comedy,detective monster engine based on tv series dog,Freddie Prinze Jr. Sarah Michelle Gellar Matthew Lillard Linda Cardellini Seth Green,Raja Gosnell,Mystery Fantasy Adventure Comedy detective monster engine based on tv series dog Freddie Prinze Jr. Sarah Michelle Gellar Matthew Lillard Linda Cardellini Seth GreenRaja Gosnell
1822,208763,Viy,Thriller Adventure Mystery Fantasy,monster mystic church demon witchcraft,Jason Flemyng Aleksey Chadov Agniya Ditkovskite Yuriy Tsurilo Olga Zaytseva,Oleg Stepchenko,Thriller Adventure Mystery Fantasy monster mystic church demon witchcraft Jason Flemyng Aleksey Chadov Agniya Ditkovskite Yuriy Tsurilo Olga ZaytsevaOleg Stepchenko
1823,6466,Freddy vs. Jason,Horror,murder marijuana teenager bad dream,Robert Englund Ken Kirzinger Jason Ritter Monica Keena Lochlyn Munro,Ronny Yu,Horror murder marijuana teenager bad dream Robert Englund Ken Kirzinger Jason Ritter Monica Keena Lochlyn MunroRonny Yu
1824,254024,The Face of an Angel,Thriller Drama,murder investigation,Kate Beckinsale Cara Delevingne Daniel Br\u00fchl Ava Acres Corrado Invernizzi,Michael Winterbottom,Thriller Drama murder investigation Kate Beckinsale Cara Delevingne Daniel Br\u00fchl Ava Acres Corrado InvernizziMichael Winterbottom
1825,12589,Jimmy Neutron: Boy Genius,Action Adventure Animation Comedy Family,showdown gi villain genius alien,Debi Derryberry Megan Cavanagh Mark DeCarlo Jeffrey Garcia Patrick Stewart,John A. Davis,Action Adventure Animation Comedy Family showdown gi villain genius alien Debi Derryberry Megan Cavanagh Mark DeCarlo Jeffrey Garcia Patrick StewartJohn A. Davis
1826,7191,Cloverfield,Action Thriller Science Fiction,helicopter monster skyscraper fight camcorder,Lizzy Caplan Jessica Lucas Odette Annable Michael Stahl-David Mike Vogel,Matt Reeves,Action Thriller Science Fiction helicopter monster skyscraper fight camcorder Lizzy Caplan Jessica Lucas Odette Annable Michael Stahl-David Mike VogelMatt Reeves
1827,1497,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Science Fiction Adventure Action Comedy Family,crime fighter fight mutant turtle ninja,Paige Turco David Warner Michelan Sisti Leif Tilden Kenn Scott,Michael Pressman,Science Fiction Adventure Action Comedy Family crime fighter fight mutant turtle ninja Paige Turco David Warner Michelan Sisti Leif Tilden Kenn ScottMichael Pressman
1828,117,The Untouchables,Crime Drama History Thriller,white suit al capone tough cop treasury agent untouchable,Kevin Costner Sean Connery Charles Martin Smith Andy Garc\u00eda Robert De Niro,Brian De Palma,Crime Drama History Thriller white suit al capone tough cop treasury agent untouchable Kevin Costner Sean Connery Charles Martin Smith Andy Garc\u00eda Robert De NiroBrian De Palma
1829,6977,No Country for Old Men,Crime Drama Thriller,texas drug traffic hitman united states\u2013mexico barrier suspense,Tommy Lee Jones Javier Bardem Josh Brolin Woody Harrelson Kelly Macdonald,Joel Coen,Crime Drama Thriller texas drug traffic hitman united states\u2013mexico barrier suspense Tommy Lee Jones Javier Bardem Josh Brolin Woody Harrelson Kelly MacdonaldJoel Coen
1830,168530,Ride Along,Action Comedy,police operation police officer brother-in-law brother-in-law relationship duringcreditsstinger black men,Ice Cube Kevin Hart John Leguizamo Bruce McGill Tika Sumpter,Tim Story,Action Comedy police operation police officer brother-in-law brother-in-law relationship duringcreditsstinger black men Ice Cube Kevin Hart John Leguizamo Bruce McGill Tika SumpterTim Story
1831,634,Bridget Jones's Diary,Comedy Romance Drama,holiday london england england alcohol sex,Ren\u00e9e Zellweger Colin Firth Hugh Grant Gemma Jones Jim Broadbent,Sharon Maguire,Comedy Romance Drama holiday london england england alcohol sex Ren\u00e9e Zellweger Colin Firth Hugh Grant Gemma Jones Jim BroadbentSharon Maguire
1832,392,Chocolat,Comedy Drama Romance,chocolate mayor praline single mother daughter relationship,Juliette Binoche Alfred Molina Johnny Depp Judi Dench Leslie Caron,Lasse Hallstr\u00f6m,Comedy Drama Romance chocolate mayor praline single mother daughter relationship Juliette Binoche Alfred Molina Johnny Depp Judi Dench Leslie CaronLasse Hallstr\u00f6m
1833,10327,"Legally Blonde 2: Red, White & Blonde",Comedy,washington d.c. boston chambers of a barrister tierversuch lawyer,Reese Witherspoon Sally Field Regina King Jennifer Coolidge James Newman,Charles Herman-Wurmfeld,Comedy washington d.c. boston chambers of a barrister tierversuch lawyer Reese Witherspoon Sally Field Regina King Jennifer Coolidge James NewmanCharles Herman-Wurmfeld
1834,88042,Parental Guidance,Comedy,,Billy Crystal Bette Midler Marisa Tomei Tom Everett Scott Bailee Madison,Andy Fickman,Comedy  Billy Crystal Bette Midler Marisa Tomei Tom Everett Scott Bailee MadisonAndy Fickman
1835,41630,No Strings Attached,Comedy Romance,father son relationship casual meeting student of medicine friends valentine,Natalie Portman Ashton Kutcher Kevin Kline Cary Elwes Greta Gerwig,Ivan Reitman,Comedy Romance father son relationship casual meeting student of medicine friends valentine Natalie Portman Ashton Kutcher Kevin Kline Cary Elwes Greta GerwigIvan Reitman
1836,11969,Tombstone,Action Adventure Drama History Western,retirement wyatt earp right and justice historical figure,Kurt Russell Val Kilmer Sam Elliott Bill Paxton Powers Boothe,George P. Cosmatos,Action Adventure Drama History Western retirement wyatt earp right and justice historical figure Kurt Russell Val Kilmer Sam Elliott Bill Paxton Powers BootheGeorge P. Cosmatos
1837,2085,Romeo Must Die,Action Crime Thriller,martial arts hip-hop oakland asian asian man,Jet Li Aaliyah Isaiah Washington Russell Wong DMX,Andrzej Bartkowiak,Action Crime Thriller martial arts hip-hop oakland asian asian man Jet Li Aaliyah Isaiah Washington Russell Wong DMXAndrzej Bartkowiak
1838,794,The Omen,Horror Thriller,monk prophecy ambassador nanny rottweiler,Gregory Peck Lee Remick David Warner Billie Whitelaw Harvey Stephens,Richard Donner,Horror Thriller monk prophecy ambassador nanny rottweiler Gregory Peck Lee Remick David Warner Billie Whitelaw Harvey StephensRichard Donner
1839,9286,Final Destination 3,Horror Mystery,beheading dying and death stroke of fate,Mary Elizabeth Winstead Ryan Merriman Kris Lemche Alexz Johnson Sam Easton,James Wong,Horror Mystery beheading dying and death stroke of fate Mary Elizabeth Winstead Ryan Merriman Kris Lemche Alexz Johnson Sam EastonJames Wong
1840,77877,The Lucky One,Drama Romance,based on novel wife husband relationship photo kennel playing chess,Zac Efron Blythe Danner Taylor Schilling Jay R. Ferguson Riley Thomas Stewart,Scott Hicks,Drama Romance based on novel wife husband relationship photo kennel playing chess Zac Efron Blythe Danner Taylor Schilling Jay R. Ferguson Riley Thomas StewartScott Hicks
